traj_tx,traj_ty
6.3500000000000005,-5.25
6.36,-5.25
6.37,-5.25
6.38,-5.25
6.390000000000001,-5.25
6.4,-5.25
6.41,-5.25
6.42,-5.25
6.43,-5.25
6.44,-5.25
6.45,-5.25
6.46,-5.25
6.47,-5.25
6.48,-5.25
6.49,-5.25
6.5,-5.25
6.51,-5.25
6.5200000000000005,-5.25
6.53,-5.25
6.54,-5.25
6.55,-5.25
6.5600000000000005,-5.25
6.57,-5.25
6.58,-5.25
6.59,-5.25
6.6000000000000005,-5.25
6.61,-5.25
6.62,-5.25
6.63,-5.25
6.640000000000001,-5.25
6.65,-5.25
6.66,-5.25
6.67,-5.25
6.68,-5.25
6.69,-5.25
6.7,-5.25
6.71,-5.25
6.72,-5.25
6.73,-5.25
6.74,-5.25
6.75,-5.25
6.76,-5.25
6.7700000000000005,-5.25
6.78,-5.25
6.79,-5.25
6.8,-5.25
6.8100000000000005,-5.25
6.82,-5.25
6.83,-5.25
6.84,-5.25
6.8500000000000005,-5.25
6.86,-5.25
6.87,-5.25
6.88,-5.25
6.890000000000001,-5.25
6.9,-5.25
6.91,-5.25
6.92,-5.25
6.93,-5.25
6.94,-5.25
6.95,-5.25
6.96,-5.25
6.97,-5.25
6.98,-5.25
6.99,-5.25
7.0,-5.25
7.01,-5.25
7.0200000000000005,-5.25
7.03,-5.25
7.04,-5.25
7.05,-5.25
7.0600000000000005,-5.25
7.07,-5.25
7.08,-5.25
7.09,-5.25
7.1000000000000005,-5.25
7.11,-5.25
7.12,-5.25
7.13,-5.25
7.140000000000001,-5.25
7.15,-5.25
7.16,-5.25
7.17,-5.25
7.18,-5.25
7.19,-5.25
7.2,-5.25
7.21,-5.25
7.22,-5.25
7.23,-5.25
7.24,-5.25
7.25,-5.25
7.26,-5.25
7.2700000000000005,-5.25
7.28,-5.25
7.29,-5.25
7.3,-5.25
7.3100000000000005,-5.25
7.32,-5.25
7.33,-5.25
7.34,-5.25
7.3500000000000005,-5.25
7.36,-5.25
7.37,-5.25
7.38,-5.25
7.390000000000001,-5.25
7.4,-5.25
7.41,-5.25
7.42,-5.25
7.43,-5.25
7.44,-5.25
7.45,-5.25
7.46,-5.25
7.47,-5.25
7.48,-5.25
7.49,-5.25
7.5,-5.25
7.51,-5.25
7.5200000000000005,-5.25
7.53,-5.25
7.54,-5.25
7.55,-5.25
7.5600000000000005,-5.25
7.57,-5.25
7.58,-5.25
7.59,-5.25
7.6000000000000005,-5.25
7.61,-5.25
7.62,-5.25
7.63,-5.25
7.640000000000001,-5.25
7.65,-5.25
7.66,-5.25
7.67,-5.25
7.68,-5.25
7.69,-5.25
7.7,-5.25
7.71,-5.25
7.72,-5.25
7.73,-5.25
7.74,-5.25
7.75,-5.25
7.76,-5.25
7.7700000000000005,-5.25
7.78,-5.25
7.79,-5.25
7.8,-5.25
7.8100000000000005,-5.25
7.82,-5.25
7.83,-5.25
7.84,-5.25
7.8500000000000005,-5.25
7.86,-5.25
7.87,-5.25
7.88,-5.25
7.890000000000001,-5.25
7.9,-5.25
7.91,-5.25
7.92,-5.25
7.930000000000001,-5.25
7.94,-5.25
7.95,-5.25
7.96,-5.25
7.97,-5.25
7.98,-5.25
7.99,-5.25
8.0,-5.25
8.01,-5.25
8.02,-5.25
8.03,-5.25
8.040000000000001,-5.25
8.05,-5.25
8.06,-5.25
8.07,-5.25
8.08,-5.25
8.09,-5.25
8.1,-5.25
8.11,-5.25
8.120000000000001,-5.25
8.13,-5.25
8.14,-5.25
8.15,-5.25
8.16,-5.25
8.17,-5.25
8.18,-5.25
8.19,-5.25
8.2,-5.25
8.21,-5.25
8.22,-5.25
8.23,-5.25
8.24,-5.25
8.25,-5.25
8.26,-5.25
8.27,-5.25
8.28,-5.25
8.290000000000001,-5.25
8.3,-5.25
8.31,-5.25
8.32,-5.25
8.33,-5.25
8.34,-5.25
8.35,-5.25
8.36,-5.25
8.370000000000001,-5.25
8.38,-5.25
8.39,-5.25
8.4,-5.25
8.41,-5.25
8.42,-5.25
8.43,-5.25
8.44,-5.25
8.45,-5.25
8.46,-5.25
8.47,-5.25
8.48,-5.25
8.49,-5.25
8.5,-5.25
8.51,-5.25
8.52,-5.25
8.53,-5.25
8.540000000000001,-5.25
8.55,-5.25
8.56,-5.25
8.57,-5.25
8.58,-5.25
8.59,-5.25
8.6,-5.25
8.61,-5.25
8.620000000000001,-5.25
8.63,-5.25
8.64,-5.25
8.65,-5.25
8.66,-5.25
8.67,-5.25
8.68,-5.25
8.69,-5.25
8.700000000000001,-5.25
8.71,-5.25
8.72,-5.25
8.73,-5.25
8.74,-5.25
8.75,-5.25
8.76,-5.25
8.77,-5.25
8.78,-5.25
8.790000000000001,-5.25
8.8,-5.25
8.81,-5.25
8.82,-5.25
8.83,-5.25
8.84,-5.25
8.85,-5.25
8.86,-5.25
8.870000000000001,-5.25
8.88,-5.25
8.89,-5.25
8.9,-5.25
8.91,-5.25
8.92,-5.25
8.93,-5.25
8.94,-5.25
8.950000000000001,-5.25
8.96,-5.25
8.97,-5.25
8.98,-5.25
8.99,-5.25
9.0,-5.25
9.01,-5.25
9.02,-5.25
9.03,-5.25
9.040000000000001,-5.25
9.05,-5.25
9.06,-5.25
9.07,-5.25
9.08,-5.25
9.09,-5.25
9.1,-5.25
9.11,-5.25
9.120000000000001,-5.25
9.13,-5.25
9.14,-5.25
9.15,-5.25
9.16,-5.25
9.17,-5.25
9.18,-5.25
9.19,-5.25
9.200000000000001,-5.25
9.21,-5.25
9.22,-5.25
9.23,-5.25
9.24,-5.25
9.25,-5.25
9.26,-5.25
9.27,-5.25
9.28,-5.25
9.290000000000001,-5.25
9.3,-5.25
9.31,-5.25
9.32,-5.25
9.33,-5.25
9.34,-5.25
9.35,-5.25
9.36,-5.25
9.370000000000001,-5.25
9.38,-5.25
9.39,-5.25
9.4,-5.25
9.41,-5.25
9.42,-5.25
9.43,-5.25
9.44,-5.25
9.450000000000001,-5.25
9.46,-5.25
9.47,-5.25
9.48,-5.25
9.49,-5.25
9.5,-5.25
9.51,-5.25
9.52,-5.25
9.53,-5.25
9.540000000000001,-5.25
9.55,-5.25
9.56,-5.25
9.57,-5.25
9.58,-5.25
9.59,-5.25
9.6,-5.25
9.61,-5.25
9.620000000000001,-5.25
9.63,-5.25
9.64,-5.25
9.65,-5.25
9.66,-5.25
9.67,-5.25
9.68,-5.25
9.69,-5.25
9.700000000000001,-5.25
9.71,-5.25
9.72,-5.25
9.73,-5.25
9.74,-5.25
9.75,-5.25
9.76,-5.25
9.77,-5.25
9.78,-5.25
9.790000000000001,-5.25
9.8,-5.25
9.81,-5.25
9.82,-5.25
9.83,-5.25
9.84,-5.25
9.85,-5.25
9.86,-5.25
9.870000000000001,-5.25
9.88,-5.25
9.89,-5.25
9.9,-5.25
9.91,-5.25
9.92,-5.25
9.93,-5.25
9.94,-5.25
9.950000000000001,-5.25
9.96,-5.25
9.97,-5.25
9.98,-5.25
9.99,-5.25
10.0,-5.25
10.01,-5.25
10.02,-5.25
10.03,-5.25
10.040000000000001,-5.25
10.05,-5.25
10.06,-5.25
10.07,-5.25
10.08,-5.25
10.09,-5.25
10.1,-5.25
10.11,-5.25
10.120000000000001,-5.25
10.13,-5.25
10.14,-5.25
10.15,-5.25
10.16,-5.25
10.17,-5.25
10.18,-5.25
10.19,-5.25
10.200000000000001,-5.25
10.21,-5.25
10.22,-5.25
10.23,-5.25
10.24,-5.25
10.25,-5.25
10.26,-5.25
10.27,-5.25
10.28,-5.25
10.290000000000001,-5.25
10.3,-5.25
10.31,-5.25
10.32,-5.25
10.33,-5.25
10.34,-5.25
10.35,-5.25
10.36,-5.25
10.370000000000001,-5.25
10.38,-5.25
10.39,-5.25
10.4,-5.25
10.41,-5.25
10.42,-5.25
10.43,-5.25
10.44,-5.25
10.450000000000001,-5.25
10.46,-5.25
10.47,-5.25
10.48,-5.25
10.49,-5.25
10.5,-5.25
10.51,-5.25
10.52,-5.25
10.53,-5.25
10.540000000000001,-5.25
10.55,-5.25
10.56,-5.25
10.57,-5.25
10.58,-5.25
10.59,-5.25
10.6,-5.25
10.61,-5.25
10.620000000000001,-5.25
10.63,-5.25
10.64,-5.25
10.65,-5.25
10.66,-5.25
10.67,-5.25
10.68,-5.25
10.69,-5.25
10.700000000000001,-5.25
10.71,-5.25
10.72,-5.25
10.73,-5.25
10.74,-5.25
10.75,-5.25
10.76,-5.25
10.77,-5.25
10.78,-5.25
10.790000000000001,-5.25
10.8,-5.25
10.81,-5.25
10.82,-5.25
10.83,-5.25
10.84,-5.25
10.85,-5.25
10.86,-5.25
10.870000000000001,-5.25
10.88,-5.25
10.89,-5.25
10.9,-5.25
10.91,-5.25
10.92,-5.25
10.93,-5.25
10.94,-5.25
10.950000000000001,-5.25
10.96,-5.25
10.97,-5.25
10.98,-5.25
10.99,-5.25
11.0,-5.25
11.01,-5.25
11.02,-5.25
11.03,-5.25
11.040000000000001,-5.25
11.05,-5.25
11.06,-5.25
11.07,-5.25
11.08,-5.25
11.09,-5.25
11.1,-5.25
11.11,-5.25
11.120000000000001,-5.25
11.13,-5.25
11.14,-5.25
11.15,-5.25
11.16,-5.25
11.17,-5.25
11.18,-5.25
11.19,-5.25
11.200000000000001,-5.25
11.21,-5.25
11.22,-5.25
11.23,-5.25
11.24,-5.25
11.25,-5.25
11.26,-5.25
11.27,-5.25
11.28,-5.25
11.290000000000001,-5.25
11.3,-5.25
11.31,-5.25
11.32,-5.25
11.33,-5.25
11.34,-5.25
11.35,-5.25
11.36,-5.25
11.370000000000001,-5.25
11.38,-5.25
11.39,-5.25
11.4,-5.25
11.41,-5.25
11.42,-5.25
11.43,-5.25
11.44,-5.25
11.450000000000001,-5.25
11.46,-5.25
11.47,-5.25
11.48,-5.25
11.49,-5.25
11.5,-5.25
11.51,-5.25
11.52,-5.25
11.53,-5.25
11.540000000000001,-5.25
11.55,-5.25
11.56,-5.25
11.57,-5.25
11.58,-5.25
11.59,-5.25
11.6,-5.25
11.61,-5.25
11.620000000000001,-5.25
11.63,-5.25
11.64,-5.25
11.65,-5.25
11.66,-5.25
11.67,-5.25
11.68,-5.25
11.69,-5.25
11.700000000000001,-5.25
11.71,-5.25
11.72,-5.25
11.73,-5.25
11.74,-5.25
11.75,-5.25
11.76,-5.25
11.77,-5.25
11.78,-5.25
11.790000000000001,-5.25
11.8,-5.25
11.81,-5.25
11.82,-5.25
11.83,-5.25
11.84,-5.25
11.85,-5.25
11.86,-5.25
11.870000000000001,-5.25
11.88,-5.25
11.89,-5.25
11.9,-5.25
11.91,-5.25
11.92,-5.25
11.93,-5.25
11.94,-5.25
11.950000000000001,-5.25
11.96,-5.25
11.97,-5.25
11.98,-5.25
11.99,-5.25
12.0,-5.25
12.01,-5.25
12.02,-5.25
12.030000000000001,-5.25
12.040000000000001,-5.25
12.05,-5.25
12.06,-5.25
12.07,-5.25
12.08,-5.25
12.09,-5.25
12.1,-5.25
12.11,-5.25
12.120000000000001,-5.25
12.13,-5.25
12.14,-5.25
12.15,-5.25
12.16,-5.25
12.17,-5.25
12.18,-5.25
12.19,-5.25
12.200000000000001,-5.25
12.21,-5.25
12.22,-5.25
12.23,-5.25
12.24,-5.25
12.25,-5.25
12.26,-5.25
12.27,-5.25
12.280000000000001,-5.25
12.290000000000001,-5.25
12.3,-5.25
12.31,-5.25
12.32,-5.25
12.33,-5.25
12.34,-5.25
12.35,-5.25
12.36,-5.25
12.370000000000001,-5.25
12.38,-5.25
12.39,-5.25
12.4,-5.25
12.41,-5.25
12.42,-5.25
12.43,-5.25
12.44,-5.25
12.450000000000001,-5.25
12.46,-5.25
12.47,-5.25
12.48,-5.25
12.49,-5.25
12.5,-5.25
12.51,-5.25
12.52,-5.25
12.530000000000001,-5.25
12.540000000000001,-5.25
12.55,-5.25
12.56,-5.25
12.57,-5.25
12.58,-5.25
12.59,-5.25
12.6,-5.25
12.61,-5.25
12.620000000000001,-5.25
12.63,-5.25
12.64,-5.25
12.65,-5.25
12.66,-5.25
12.67,-5.25
12.68,-5.25
12.69,-5.25
12.700000000000001,-5.25
12.71,-5.25
12.72,-5.25
12.73,-5.25
12.74,-5.25
12.75,-5.25
12.76,-5.25
12.77,-5.25
12.780000000000001,-5.25
12.790000000000001,-5.25
12.8,-5.25
12.81,-5.25
12.82,-5.25
12.83,-5.25
12.84,-5.25
12.85,-5.25
12.86,-5.25
12.870000000000001,-5.25
12.88,-5.25
12.89,-5.25
12.9,-5.25
12.91,-5.25
12.92,-5.25
12.93,-5.25
12.94,-5.25
12.950000000000001,-5.25
12.96,-5.25
12.97,-5.25
12.98,-5.25
12.99,-5.25
13.0,-5.25
13.01,-5.25
13.02,-5.25
13.030000000000001,-5.25
13.040000000000001,-5.25
13.05,-5.25
13.06,-5.25
13.07,-5.25
13.08,-5.25
13.09,-5.25
13.1,-5.25
13.11,-5.25
13.120000000000001,-5.25
13.13,-5.25
13.14,-5.25
13.15,-5.25
13.16,-5.25
13.17,-5.25
13.18,-5.25
13.19,-5.25
13.200000000000001,-5.25
13.21,-5.25
13.22,-5.25
13.23,-5.25
13.24,-5.25
13.25,-5.25
13.26,-5.25
13.27,-5.25
13.280000000000001,-5.25
13.290000000000001,-5.25
13.3,-5.25
13.31,-5.25
13.32,-5.25
13.33,-5.25
13.34,-5.25
13.35,-5.25
13.36,-5.25
13.370000000000001,-5.25
13.38,-5.25
13.39,-5.25
13.4,-5.25
13.41,-5.25
13.42,-5.25
13.43,-5.25
13.44,-5.25
13.450000000000001,-5.25
13.46,-5.25
13.47,-5.25
13.48,-5.25
13.49,-5.25
13.5,-5.25
13.51,-5.25
13.52,-5.25
13.530000000000001,-5.25
13.540000000000001,-5.25
13.55,-5.25
13.56,-5.25
13.57,-5.25
13.58,-5.25
13.59,-5.25
13.6,-5.25
13.61,-5.25
13.620000000000001,-5.25
13.63,-5.25
13.64,-5.25
13.65,-5.25
13.66,-5.25
13.67,-5.25
13.68,-5.25
13.69,-5.25
13.700000000000001,-5.25
13.71,-5.25
13.72,-5.25
13.73,-5.25
13.74,-5.25
13.75,-5.25
13.76,-5.25
13.77,-5.25
13.780000000000001,-5.25
13.790000000000001,-5.25
13.8,-5.25
13.81,-5.25
13.82,-5.25
13.83,-5.25
13.84,-5.25
13.85,-5.25
13.86,-5.25
13.870000000000001,-5.25
13.88,-5.25
13.89,-5.25
13.9,-5.25
13.91,-5.25
13.92,-5.25
13.93,-5.25
13.94,-5.25
13.950000000000001,-5.25
13.96,-5.25
13.97,-5.25
13.98,-5.25
13.99,-5.25
14.0,-5.25
14.01,-5.25
14.02,-5.25
14.030000000000001,-5.25
14.040000000000001,-5.25
14.05,-5.25
14.06,-5.25
14.07,-5.25
14.08,-5.25
14.09,-5.25
14.1,-5.25
14.11,-5.25
14.120000000000001,-5.25
14.13,-5.25
14.14,-5.25
14.15,-5.25
14.16,-5.25
14.17,-5.25
14.18,-5.25
14.19,-5.25
14.200000000000001,-5.25
14.21,-5.25
14.22,-5.25
14.23,-5.25
14.24,-5.25
14.25,-5.25
14.26,-5.25
14.27,-5.25
14.280000000000001,-5.25
14.290000000000001,-5.25
14.3,-5.25
14.31,-5.25
14.32,-5.25
14.33,-5.25
14.34,-5.25
14.35,-5.25
14.36,-5.25
14.370000000000001,-5.25
14.38,-5.25
14.39,-5.25
14.4,-5.25
14.41,-5.25
14.42,-5.25
14.43,-5.25
14.44,-5.25
14.450000000000001,-5.25
14.46,-5.25
14.47,-5.25
14.48,-5.25
14.49,-5.25
14.5,-5.25
